id;category_code;category;title;date;author_1;author_2;author_3;author_4;author_5;summary;link
arXiv:cs/9602102;[cs.AI];Computer Science > Artificial Intelligence;Logarithmic-Time Updates and Queries in Probabilistic Networks;[Submitted on 1 Feb 1996];A. L. Delcher;A. J. Grove;S. Kasif;J. Pearl;;Traditional databases commonly support efficient query and update proceduresthat operate in time which is sublinear in the size of the database. Our goalin this paper is to take a first step toward dynamic reasoning in probabilisticdatabases with comparable efficiency. We propose a dynamic data structure thatsupports efficient algorithms for updating and querying singly connectedBayesian networks. In the conventional algorithm, new evidence is absorbed inO(1) time and queries are processed in time O(N), where N is the size of thenetwork. We propose an algorithm which, after a preprocessing phase, allows usto answer queries in time O(log N) at the expense of O(log N) time per evidenceabsorption. The usefulness of sub-linear processing time manifests itself inapplications requiring (near) real-time response over large probabilisticdatabases. We briefly discuss a potential application of dynamic probabilisticreasoning in computational biology.;https://arxiv.org/abs/cs/9602102
arXiv:cs/9602101;[cs.AI];Computer Science > Artificial Intelligence;Well-Founded Semantics for Extended Logic Programs with Dynamic Preferences;[Submitted on 1 Feb 1996];G. Brewka;;;;;The paper describes an extension of well-founded semantics for logic programswith two types of negation. In this extension information about preferencesbetween rules can be expressed in the logical language and derived dynamically.This is achieved by using a reserved predicate symbol and a naming technique.Conflicts among rules are resolved whenever possible on the basis of derivedpreference information. The well-founded conclusions of prioritized logicprograms can be computed in polynomial time. A legal reasoning exampleillustrates the usefulness of the approach.;https://arxiv.org/abs/cs/9602101
arXiv:cs/9512102;[cs.AI];Computer Science > Artificial Intelligence;Vision-Based Road Detection in Automotive Systems: A Real-Time Expectation-Driven Approach;[Submitted on 1 Dec 1995];A. Broggi;S. Berte;;;;"The main aim of this work is the development of a vision-based road detectionsystem fast enough to cope with the difficult real-time constraints imposed bymoving vehicle applications. The hardware platform, a special-purpose massivelyparallel system, has been chosen to minimize system production and operationalcosts. This paper presents a novel approach to expectation-driven low-levelimage segmentation, which can be mapped naturally onto mesh-connected massivelyparallel SIMD architectures capable of handling hierarchical data structures.The input image is assumed to contain a distorted version of a given template;a multiresolution stretching process is used to reshape the original templatein accordance with the acquired image content, minimizing a potential function.The distorted template is the process output.";https://arxiv.org/abs/cs/9512102
arXiv:cs/9512103;[cs.AI];Computer Science > Artificial Intelligence;Generalization of Clauses under Implication;[Submitted on 1 Dec 1995];P. Idestam-Almquist;;;;;In the area of inductive learning, generalization is a main operation, andthe usual definition of induction is based on logical implication. Recentlythere has been a rising interest in clausal representation of knowledge inmachine learning. Almost all inductive learning systems that performgeneralization of clauses use the relation theta-subsumption instead ofimplication. The main reason is that there is a well-known and simple techniqueto compute least general generalizations under theta-subsumption, but not underimplication. However generalization under theta-subsumption is inappropriatefor learning recursive clauses, which is a crucial problem since recursion isthe basic program structure of logic programs. We note that implication betweenclauses is undecidable, and we therefore introduce a stronger form ofimplication, called T-implication, which is decidable between clauses. We showthat for every finite set of clauses there exists a least generalgeneralization under T-implication. We describe a technique to reducegeneralizations under implication of a clause to generalizations undertheta-subsumption of what we call an expansion of the original clause. Moreoverwe show that for every non-tautological clause there exists a T-completeexpansion, which means that every generalization under T-implication of theclause is reduced to a generalization under theta-subsumption of the expansion.;https://arxiv.org/abs/cs/9512103
arXiv:cs/9512101;[cs.AI];Computer Science > Artificial Intelligence;OPUS: An Efficient Admissible Algorithm for Unordered Search;[Submitted on 1 Dec 1995];G. I. Webb;;;;;OPUS is a branch and bound search algorithm that enables efficient admissiblesearch through spaces for which the order of search operator application is notsignificant. The algorithm's search efficiency is demonstrated with respect tovery large machine learning search spaces. The use of admissible search is ofpotential value to the machine learning community as it means that the exactlearning biases to be employed for complex learning tasks can be preciselyspecified and manipulated. OPUS also has potential for application in otherareas of artificial intelligence, notably, truth maintenance.;https://arxiv.org/abs/cs/9512101
arXiv:cs/9601101;[cs.AI];Computer Science > Artificial Intelligence;The Design and Experimental Analysis of Algorithms for Temporal Reasoning;[Submitted on 1 Jan 1996];P. vanBeek;D. W. Manchak;;;;Many applications -- from planning and scheduling to problems in molecularbiology -- rely heavily on a temporal reasoning component. In this paper, wediscuss the design and empirical analysis of algorithms for a temporalreasoning system based on Allen's influential interval-based framework forrepresenting temporal information. At the core of the system are algorithms fordetermining whether the temporal information is consistent, and, if so, findingone or more scenarios that are consistent with the temporal information. Twoimportant algorithms for these tasks are a path consistency algorithm and abacktracking algorithm. For the path consistency algorithm, we developtechniques that can result in up to a ten-fold speedup over an already highlyoptimized implementation. For the backtracking algorithm, we develop variableand value ordering heuristics that are shown empirically to dramaticallyimprove the performance of the algorithm. As well, we show that a previouslysuggested reformulation of the backtracking search problem can reduce the timeand space requirements of the backtracking search. Taken together, thetechniques we develop allow a temporal reasoning component to solve problemsthat are of practical size.;https://arxiv.org/abs/cs/9601101
arXiv:cs/9510102;[cs.AI];Computer Science > Artificial Intelligence;Improving Connectionist Energy Minimization;[Submitted on 1 Oct 1995];G. Pinkas;R. Dechter;;;;Symmetric networks designed for energy minimization such as Boltzman machinesand Hopfield nets are frequently investigated for use in optimization,constraint satisfaction and approximation of NP-hard problems. Nevertheless,finding a global solution (i.e., a global minimum for the energy function) isnot guaranteed and even a local solution may take an exponential number ofsteps. We propose an improvement to the standard local activation function usedfor such networks. The improved algorithm guarantees that a global minimum isfound in linear time for tree-like subnetworks. The algorithm, called activate,is uniform and does not assume that the network is tree-like. It can identifytree-like subnetworks even in cyclic topologies (arbitrary networks) and avoidlocal minima along these trees. For acyclic networks, the algorithm isguaranteed to converge to a global minimum from any initial state of the system(self-stabilization) and remains correct under various types of schedulers. Onthe negative side, we show that in the presence of cycles, no uniform algorithmexists that guarantees optimality even under a sequential asynchronousscheduler. An asynchronous scheduler can activate only one unit at a time whilea synchronous scheduler can activate any number of units in a single time step.In addition, no uniform algorithm exists to optimize even acyclic networks whenthe scheduler is synchronous. Finally, we show how the algorithm can beimproved using the cycle-cutset scheme. The general algorithm, calledactivate-with-cutset, improves over activate and has some performanceguarantees that are related to the size of the network's cycle-cutset.;https://arxiv.org/abs/cs/9510102
arXiv:cs/9510101;[cs.AI];Computer Science > Artificial Intelligence;Diffusion of Context and Credit Information in Markovian Models;[Submitted on 1 Oct 1995];Y. Bengio;P. Frasconi;;;;This paper studies the problem of ergodicity of transition probabilitymatrices in Markovian models, such as hidden Markov models (HMMs), and how itmakes very difficult the task of learning to represent long-term context forsequential data. This phenomenon hurts the forward propagation of long-termcontext information, as well as learning a hidden state representation torepresent long-term context, which depends on propagating credit informationbackwards in time. Using results from Markov chain theory, we show that thisproblem of diffusion of context and credit is reduced when the transitionprobabilities approach 0 or 1, i.e., the transition probability matrices aresparse and the model essentially deterministic. The results found in this paperapply to learning approaches based on continuous optimization, such as gradientdescent and the Baum-Welch algorithm.;https://arxiv.org/abs/cs/9510101
arXiv:cs/9507101;[cs.AI];Computer Science > Artificial Intelligence;Building and Refining Abstract Planning Cases by Change of Representation Language;[Submitted on 1 Jul 1995];R. Bergmann;W. Wilke;;;;ion is one of the most promising approaches to improve the performance ofproblem solvers. In several domains abstraction by dropping sentences of adomain description -- as used in most hierarchical planners -- has provenuseful. In this paper we present examples which illustrate significantdrawbacks of abstraction by dropping sentences. To overcome these drawbacks, wepropose a more general view of abstraction involving the change ofrepresentation language. We have developed a new abstraction methodology and arelated sound and complete learning algorithm that allows the complete changeof representation language of planning cases from concrete to abstract.However, to achieve a powerful change of the representation language, theabstract language itself as well as rules which describe admissible ways ofabstracting states must be provided in the domain model. This new abstractionapproach is the core of Paris (Plan Abstraction and Refinement in an IntegratedSystem), a system in which abstract planning cases are automatically learnedfrom given concrete cases. An empirical study in the domain of process planningin mechanical engineering shows significant advantages of the proposedreasoning from abstract cases over classical hierarchical planning.;https://arxiv.org/abs/cs/9507101
arXiv:cs/9506102;[cs.AI];Computer Science > Artificial Intelligence;Induction of First-Order Decision Lists: Results on Learning the Past Tense of English Verbs;[Submitted on 1 Jun 1995];R. J. Mooney;M. E. Califf;;;;This paper presents a method for inducing logic programs from examples thatlearns a new class of concepts called first-order decision lists, defined asordered lists of clauses each ending in a cut. The method, called FOIDL, isbased on FOIL (Quinlan, 1990) but employs intensional background knowledge andavoids the need for explicit negative examples. It is particularly useful forproblems that involve rules with specific exceptions, such as learning thepast-tense of English verbs, a task widely studied in the context of thesymbolic/connectionist debate. FOIDL is able to learn concise, accurateprograms for this problem from significantly fewer examples than previousmethods (both connectionist and symbolic).;https://arxiv.org/abs/cs/9506102
arXiv:cs/9506101;[cs.AI];Computer Science > Artificial Intelligence;FLECS: Planning with a Flexible Commitment Strategy;[Submitted on 1 Jun 1995];M. Veloso;P. Stone;;;;"There has been evidence that least-commitment planners can efficiently handleplanning problems that involve difficult goal interactions. This evidence hasled to the common belief that delayed-commitment is the ""best"" possibleplanning strategy. However, we recently found evidence that eager-commitmentplanners can handle a variety of planning problems more efficiently, inparticular those with difficult operator choices. Resigned to the futility oftrying to find a universally successful planning strategy, we devised a plannerthat can be used to study which domains and problems are best for whichplanning strategies. In this article we introduce this new planning algorithm,FLECS, which uses a FLExible Commitment Strategy with respect to plan-steporderings. It is able to use any strategy from delayed-commitment toeager-commitment. The combination of delayed and eager operator-orderingcommitments allows FLECS to take advantage of the benefits of explicitly usinga simulated execution state and reasoning about planning constraints. FLECS canvary its commitment strategy across different problems and domains, and alsoduring the course of a single planning problem. FLECS represents a novelcontribution to planning in that it explicitly provides the choice of whichcommitment strategy to use while planning. FLECS provides a framework toinvestigate the mapping from planning domains and problems to efficientplanning strategies.";https://arxiv.org/abs/cs/9506101
arXiv:cs/9703101;[cs.AI];Computer Science > Artificial Intelligence;A Uniform Framework for Concept Definitions in Description Logics;[Submitted on 1 Mar 1997];G. DeGiacomo;M. Lenzerini;;;;Most modern formalisms used in Databases and Artificial Intelligence fordescribing an application domain are based on the notions of class (or concept)and relationship among classes. One interesting feature of such formalisms isthe possibility of defining a class, i.e., providing a set of properties thatprecisely characterize the instances of the class. Many recent articles pointout that there are several ways of assigning a meaning to a class definitioncontaining some sort of recursion. In this paper, we argue that, instead ofchoosing a single style of semantics, we achieve better results by adopting aformalism that allows for different semantics to coexist. We demonstrate thefeasibility of our argument, by presenting a knowledge representationformalism, the description logic muALCQ, with the above characteristics. Inaddition to the constructs for conjunction, disjunction, negation, quantifiers,and qualified number restrictions, muALCQ includes special fixpoint constructsto express (suitably interpreted) recursive definitions. These constructsenable the usual frame-based descriptions to be combined with definitions ofrecursive data structures such as directed acyclic graphs, lists, streams, etc.We establish several properties of muALCQ, including the decidability and thecomputational complexity of reasoning, by formulating a correspondence with aparticular modal logic of programs called the modal mu-calculus.;https://arxiv.org/abs/cs/9703101
arXiv:cs/9704101;[cs.AI];Computer Science > Artificial Intelligence;Lifeworld Analysis;[Submitted on 1 Apr 1997];P. Agre;I. Horswill;;;;We argue that the analysis of agent/environment interactions should beextended to include the conventions and invariants maintained by agentsthroughout their activity. We refer to this thicker notion of environment as alifeworld and present a partial set of formal tools for describing structuresof lifeworlds and the ways in which they computationally simplify activity. Asone specific example, we apply the tools to the analysis of the Toast systemand show how versions of the system with very different control structures infact implement a common control structure together with different conventionsfor encoding task state in the positions or states of objects in theenvironment.;https://arxiv.org/abs/cs/9704101
arXiv:cs/9705102;[cs.AI];Computer Science > Artificial Intelligence;Connectionist Theory Refinement: Genetically Searching the Space of Network Topologies;[Submitted on 1 May 1997];D. W. Opitz;J. W. Shavlik;;;;"An algorithm that learns from a set of examples should ideally be able toexploit the available resources of (a) abundant computing power and (b)domain-specific knowledge to improve its ability to generalize. Connectionisttheory-refinement systems, which use background knowledge to select a neuralnetwork's topology and initial weights, have proven to be effective atexploiting domain-specific knowledge; however, most do not exploit availablecomputing power. This weakness occurs because they lack the ability to refinethe topology of the neural networks they produce, thereby limitinggeneralization, especially when given impoverished domain theories. We presentthe REGENT algorithm which uses (a) domain-specific knowledge to help create aninitial population of knowledge-based neural networks and (b) genetic operatorsof crossover and mutation (specifically designed for knowledge-based networks)to continually search for better network topologies. Experiments on threereal-world domains indicate that our new algorithm is able to significantlyincrease generalization compared to a standard connectionist theory-refinementsystem, as well as our previous algorithm for growing knowledge-based networks.";https://arxiv.org/abs/cs/9705102
arXiv:cs/9707103;[cs.AI];Computer Science > Artificial Intelligence;Defining Relative Likelihood in Partially-Ordered Preferential Structures;[Submitted on 1 Jul 1997];J. Y. Halpern;;;;;Starting with a likelihood or preference order on worlds, we extend it to alikelihood ordering on sets of worlds in a natural way, and examine theresulting logic. Lewis earlier considered such a notion of relative likelihoodin the context of studying counterfactuals, but he assumed a total preferenceorder on worlds. Complications arise when examining partial orders that are notpresent for total orders. There are subtleties involving the exact approach tolifting the order on worlds to an order on sets of worlds. In addition, theaxiomatization of the logic of relative likelihood in the case of partialorders gives insight into the connection between relative likelihood anddefault reasoning.;https://arxiv.org/abs/cs/9707103
arXiv:cs/9709102;[cs.AI];Computer Science > Artificial Intelligence;Identifying Hierarchical Structure in Sequences: A linear-time algorithm;[Submitted on 1 Sep 1997];C. G. Nevill-Manning;I. H. Witten;;;;SEQUITUR is an algorithm that infers a hierarchical structure from a sequenceof discrete symbols by replacing repeated phrases with a grammatical rule thatgenerates the phrase, and continuing this process recursively. The result is ahierarchical representation of the original sequence, which offers insightsinto its lexical structure. The algorithm is driven by two constraints thatreduce the size of the grammar, and produce structure as a by-product. SEQUITURbreaks new ground by operating incrementally. Moreover, the method's simplestructure permits a proof that it operates in space and time that is linear inthe size of the input. Our implementation can process 50,000 symbols per secondand has been applied to an extensive range of real world sequences.;https://arxiv.org/abs/cs/9709102
arXiv:cs/9710101;[cs.AI];Computer Science > Artificial Intelligence;Analysis of Three-Dimensional Protein Images;[Submitted on 1 Oct 1997];L. Leherte;J. Glasgow;K. Baxter;E. Steeg;S. Fortier;A fundamental goal of research in molecular biology is to understand proteinstructure. Protein crystallography is currently the most successful method fordetermining the three-dimensional (3D) conformation of a protein, yet itremains labor intensive and relies on an expert's ability to derive andevaluate a protein scene model. In this paper, the problem of protein structuredetermination is formulated as an exercise in scene analysis. A computationalmethodology is presented in which a 3D image of a protein is segmented into agraph of critical points. Bayesian and certainty factor approaches aredescribed and used to analyze critical point graphs and identify meaningfulsubstructures, such as alpha-helices and beta-sheets. Results of applying themethodologies to protein images at low and medium resolution are reported. Theresearch is related to approaches to representation, segmentation andclassification in vision, as well as to top-down approaches to proteinstructure prediction.;https://arxiv.org/abs/cs/9710101
arXiv:cs/9711104;[cs.AI];Computer Science > Artificial Intelligence;Dynamic Non-Bayesian Decision Making;[Submitted on 1 Nov 1997];D. Monderer;M. Tennenholtz;;;;The model of a non-Bayesian agent who faces a repeated game with incompleteinformation against Nature is an appropriate tool for modeling generalagent-environment interactions. In such a model the environment state(controlled by Nature) may change arbitrarily, and the feedback/reward functionis initially unknown. The agent is not Bayesian, that is he does not form aprior probability neither on the state selection strategy of Nature, nor on hisreward function. A policy for the agent is a function which assigns an actionto every history of observations and actions. Two basic feedback structures areconsidered. In one of them -- the perfect monitoring case -- the agent is ableto observe the previous environment state as part of his feedback, while in theother -- the imperfect monitoring case -- all that is available to the agent isthe reward obtained. Both of these settings refer to partially observableprocesses, where the current environment state is unknown. Our main resultrefers to the competitive ratio criterion in the perfect monitoring case. Weprove the existence of an efficient stochastic policy that ensures that thecompetitive ratio is obtained at almost all stages with an arbitrarily highprobability, where efficiency is measured in terms of rate of convergence. Itis further shown that such an optimal policy does not exist in the imperfectmonitoring case. Moreover, it is proved that in the perfect monitoring casethere does not exist a deterministic policy that satisfies our long runoptimality criterion. In addition, we discuss the maxmin criterion and provethat a deterministic efficient optimal strategy does exist in the imperfectmonitoring case under this criterion. Finally we show that our approach tolong-run optimality can be viewed as qualitative, which distinguishes it fromprevious work in this area.;https://arxiv.org/abs/cs/9711104
arXiv:cs/9712102;[cs.AI];Computer Science > Artificial Intelligence;Bidirectional Heuristic Search Reconsidered;[Submitted on 1 Dec 1997];H. Kaindl;G. Kainz;;;;The assessment of bidirectional heuristic search has been incorrect since itwas first published more than a quarter of a century ago. For quite a longtime, this search strategy did not achieve the expected results, and there wasa major misunderstanding about the reasons behind it. Although there is stillwide-spread belief that bidirectional heuristic search is afflicted by theproblem of search frontiers passing each other, we demonstrate that thisconjecture is wrong. Based on this finding, we present both a new genericapproach to bidirectional heuristic search and a new approach to dynamicallyimproving heuristic values that is feasible in bidirectional search only. Theseapproaches are put into perspective with both the traditional and more recentlyproposed approaches in order to facilitate a better overall understanding.Empirical results of experiments with our new approaches show thatbidirectional heuristic search can be performed very efficiently and also withlimited memory. These results suggest that bidirectional heuristic searchappears to be better for solving certain difficult problems than correspondingunidirectional search. This provides some evidence for the usefulness of asearch strategy that was long neglected. In summary, we show that bidirectionalheuristic search is viable and consequently propose that it be reconsidered.;https://arxiv.org/abs/cs/9712102
arXiv:cs/9712101;[cs.AI];Computer Science > Artificial Intelligence;When Gravity Fails: Local Search Topology;[Submitted on 1 Dec 1997];J. Frank;P. Cheeseman;J. Stutz;;;"Local search algorithms for combinatorial search problems frequentlyencounter a sequence of states in which it is impossible to improve the valueof the objective function; moves through these regions, called plateau moves,dominate the time spent in local search. We analyze and characterize plateausfor three different classes of randomly generated Boolean Satisfiabilityproblems. We identify several interesting features of plateaus that impact theperformance of local search algorithms. We show that local minima tend to besmall but occasionally may be very large. We also show that local minima can beescaped without unsatisfying a large number of clauses, but that systematicallysearching for an escape route may be computationally expensive if the localminimum is large. We show that plateaus with exits, called benches, tend to bemuch larger than minima, and that some benches have very few exit states whichlocal search can use to escape. We show that the solutions (i.e., globalminima) of randomly generated problem instances form clusters, which behavesimilarly to local minima. We revisit several enhancements of local searchalgorithms and explain their performance in light of our results. Finally wediscuss strategies for creating the next generation of local search algorithms.";https://arxiv.org/abs/cs/9712101
arXiv:cs/9711103;[cs.AI];Computer Science > Artificial Intelligence;A Model Approximation Scheme for Planning in Partially Observable Stochastic Domains;[Submitted on 1 Nov 1997];N. L. Zhang;W. Liu;;;;Partially observable Markov decision processes (POMDPs) are a natural modelfor planning problems where effects of actions are nondeterministic and thestate of the world is not completely observable. It is difficult to solvePOMDPs exactly. This paper proposes a new approximation scheme. The basic ideais to transform a POMDP into another one where additional information isprovided by an oracle. The oracle informs the planning agent that the currentstate of the world is in a certain region. The transformed POMDP isconsequently said to be region observable. It is easier to solve than theoriginal POMDP. We propose to solve the transformed POMDP and use its optimalpolicy to construct an approximate policy for the original POMDP. Bycontrolling the amount of additional information that the oracle provides, itis possible to find a proper tradeoff between computational time andapproximation quality. In terms of algorithmic contributions, we study indetails how to exploit region observability in solving the transformed POMDP.To facilitate the study, we also propose a new exact algorithm for generalPOMDPs. The algorithm is conceptually simple and yet is significantly moreefficient than all previous exact algorithms.;https://arxiv.org/abs/cs/9711103
arXiv:cs/9711102;[cs.AI];Computer Science > Artificial Intelligence;Storing and Indexing Plan Derivations through Explanation-based Analysis of Retrieval Failures;[Submitted on 1 Nov 1997];L. H. Ihrig;S. Kambhampati;;;;Case-Based Planning (CBP) provides a way of scaling up domain-independentplanning to solve large problems in complex domains. It replaces the detailedand lengthy search for a solution with the retrieval and adaptation of previousplanning experiences. In general, CBP has been demonstrated to improveperformance over generative (from-scratch) planning. However, the performanceimprovements it provides are dependent on adequate judgements as to problemsimilarity. In particular, although CBP may substantially reduce planningeffort overall, it is subject to a mis-retrieval problem. The success of CBPdepends on these retrieval errors being relatively rare. This paper describesthe design and implementation of a replay framework for the case-based plannerDERSNLP+EBL. DERSNLP+EBL extends current CBP methodology by incorporatingexplanation-based learning techniques that allow it to explain and learn fromthe retrieval failures it encounters. These techniques are used to refinejudgements about case similarity in response to feedback when a wrong decisionhas been made. The same failure analysis is used in building the case library,through the addition of repairing cases. Large problems are split and stored assingle goal subproblems. Multi-goal problems are stored only when these smallercases fail to be merged into a full solution. An empirical evaluation of thisapproach demonstrates the advantage of learning from experienced retrievalfailure.;https://arxiv.org/abs/cs/9711102
arXiv:cs/9803103;[cs.AI];Computer Science > Artificial Intelligence;Tractability of Theory Patching;[Submitted on 1 Mar 1998];S. Argamon-Engelson;M. Koppel;;;;In this paper we consider the problem of `theory patching', in which we aregiven a domain theory, some of whose components are indicated to be possiblyflawed, and a set of labeled training examples for the domain concept. Thetheory patching problem is to revise only the indicated components of thetheory, such that the resulting theory correctly classifies all the trainingexamples. Theory patching is thus a type of theory revision in which revisionsare made to individual components of the theory. Our concern in this paper isto determine for which classes of logical domain theories the theory patchingproblem is tractable. We consider both propositional and first-order domaintheories, and show that the theory patching problem is equivalent to that ofdetermining what information contained in a theory is `stable' regardless ofwhat revisions might be performed to the theory. We show that determiningstability is tractable if the input theory satisfies two conditions: thatrevisions to each theory component have monotonic effects on the classificationof examples, and that theory components act independently in the classificationof examples in the theory. We also show how the concepts introduced can be usedto determine the soundness and completeness of particular theory patchingalgorithms.;https://arxiv.org/abs/cs/9803103
arXiv:cs/9805101;[cs.AI];Computer Science > Artificial Intelligence;Integrative Windowing;[Submitted on 1 May 1998];J. Fürnkranz;;;;;In this paper we re-investigate windowing for rule learning algorithms. Weshow that, contrary to previous results for decision tree learning, windowingcan in fact achieve significant run-time gains in noise-free domains andexplain the different behavior of rule learning algorithms by the fact thatthey learn each rule independently. The main contribution of this paper isintegrative windowing, a new type of algorithm that further exploits thisproperty by integrating good rules into the final theory right after they havebeen discovered. Thus it avoids re-learning these rules in subsequentiterations of the windowing process. Experimental evidence in a variety ofnoise-free domains shows that integrative windowing can in fact achievesubstantial run-time gains. Furthermore, we discuss the problem of noise inwindowing and present an algorithm that is able to achieve run-time gains in aset of experiments in a simple domain with artificial noise.;https://arxiv.org/abs/cs/9805101
arXiv:cs/9806102;[cs.AI];Computer Science > Artificial Intelligence;A Selective Macro-learning Algorithm and its Application to the NxN Sliding-Tile Puzzle;[Submitted on 1 Jun 1998];L. Finkelstein;S. Markovitch;;;;One of the most common mechanisms used for speeding up problem solvers ismacro-learning. Macros are sequences of basic operators acquired during problemsolving. Macros are used by the problem solver as if they were basic operators.The major problem that macro-learning presents is the vast number of macrosthat are available for acquisition. Macros increase the branching factor of thesearch space and can severely degrade problem-solving efficiency. To make macrolearning useful, a program must be selective in acquiring and utilizing macros.This paper describes a general method for selective acquisition of macros.Solvable training problems are generated in increasing order of difficulty. Theonly macros acquired are those that take the problem solver out of a localminimum to a better state. The utility of the method is demonstrated in severaldomains, including the domain of NxN sliding-tile puzzles. After learning onsmall puzzles, the system is able to efficiently solve puzzles of any size.;https://arxiv.org/abs/cs/9806102
arXiv:cs/9806101;[cs.AI];Computer Science > Artificial Intelligence;Model-Based Diagnosis using Structured System Descriptions;[Submitted on 1 Jun 1998];A. Darwiche;;;;;This paper presents a comprehensive approach for model-based diagnosis whichincludes proposals for characterizing and computing preferred diagnoses,assuming that the system description is augmented with a system structure (adirected graph explicating the interconnections between system components).Specifically, we first introduce the notion of a consequence, which is asyntactically unconstrained propositional sentence that characterizes allconsistency-based diagnoses and show that standard characterizations ofdiagnoses, such as minimal conflicts, correspond to syntactic variations on aconsequence. Second, we propose a new syntactic variation on the consequenceknown as negation normal form (NNF) and discuss its merits compared to standardvariations. Third, we introduce a basic algorithm for computing consequences inNNF given a structured system description. We show that if the system structuredoes not contain cycles, then there is always a linear-size consequence in NNFwhich can be computed in linear time. For arbitrary system structures, we showa precise connection between the complexity of computing consequences and thetopology of the underlying system structure. Finally, we present an algorithmthat enumerates the preferred diagnoses characterized by a consequence. Thealgorithm is shown to take linear time in the size of the consequence if thepreference criterion satisfies some general conditions.;https://arxiv.org/abs/cs/9806101
arXiv:cs/9803102;[cs.AI];Computer Science > Artificial Intelligence;Cached Sufficient Statistics for Efficient Machine Learning with Large Datasets;[Submitted on 1 Mar 1998];A. Moore;M. S. Lee;;;;This paper introduces new algorithms and data structures for quick countingfor machine learning datasets. We focus on the counting task of constructingcontingency tables, but our approach is also applicable to counting the numberof records in a dataset that match conjunctive queries. Subject to certainassumptions, the costs of these operations can be shown to be independent ofthe number of records in the dataset and loglinear in the number of non-zeroentries in the contingency table. We provide a very sparse data structure, theADtree, to minimize memory use. We provide analytical worst-case bounds forthis structure for several models of data distribution. We empiricallydemonstrate that tractably-sized data structures can be produced for largereal-world datasets by (a) using a sparse tree structure that never allocatesmemory for counts of zero, (b) never allocating memory for counts that can bededuced from other counts, and (c) not bothering to expand the tree fully nearits leaves. We show how the ADtree can be used to accelerate Bayes netstructure finding algorithms, rule learning algorithms, and feature selectionalgorithms, and we provide a number of empirical results comparing ADtreemethods against traditional direct counting approaches. We also discuss thepossible uses of ADtrees in other machine learning methods, and discuss themerits of ADtrees in comparison with alternative representations such askd-trees, R-trees and Frequent Sets.;https://arxiv.org/abs/cs/9803102
arXiv:cs/9803101;[cs.AI];Computer Science > Artificial Intelligence;Synthesizing Customized Planners from Specifications;[Submitted on 1 Mar 1998];B. Srivastava;S. Kambhampati;;;;Existing plan synthesis approaches in artificial intelligence fall into twocategories -- domain independent and domain dependent. The domain independentapproaches are applicable across a variety of domains, but may not be veryefficient in any one given domain. The domain dependent approaches need to be(re)designed for each domain separately, but can be very efficient in thedomain for which they are designed. One enticing alternative to theseapproaches is to automatically synthesize domain independent planners given theknowledge about the domain and the theory of planning. In this paper, weinvestigate the feasibility of using existing automated software synthesistools to support such synthesis. Specifically, we describe an architecturecalled CLAY in which the Kestrel Interactive Development System (KIDS) is usedto derive a domain-customized planner through a semi-automatic combination of adeclarative theory of planning, and the declarative control knowledge specificto a given domain, to semi-automatically combine them to derivedomain-customized planners. We discuss what it means to write a declarativetheory of planning and control knowledge for KIDS, and illustrate our approachby generating a class of domain-specific planners using state spacerefinements. Our experiments show that the synthesized planners can outperformclassical refinement planners (implemented as instantiations of UCP,Kambhampati & Srivastava, 1995), using the same control knowledge. We willcontrast the costs and benefits of the synthesis approach with conventionalmethods for customizing domain independent planners.;https://arxiv.org/abs/cs/9803101
arXiv:cs/9801102;[cs.AI];Computer Science > Artificial Intelligence;Monotonicity and Persistence in Preferential Logics;[Submitted on 1 Jan 1998];J. Engelfriet;;;;;An important characteristic of many logics for Artificial Intelligence istheir nonmonotonicity. This means that adding a formula to the premises caninvalidate some of the consequences. There may, however, exist formulae thatcan always be safely added to the premises without destroying any of theconsequences: we say they respect monotonicity. Also, there may be formulaethat, when they are a consequence, can not be invalidated when adding anyformula to the premises: we call them conservative. We study these two classesof formulae for preferential logics, and show that they are closely linked tothe formulae whose truth-value is preserved along the (preferential) ordering.We will consider some preferential logics for illustration, and prove syntacticcharacterization results for them. The results in this paper may improve theefficiency of theorem provers for preferential logics.;https://arxiv.org/abs/cs/9801102
